,Date,Timestamp,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium,Illuvium
,31/01/2022,1643587200,37380.47726523255,122465037.93564236,248110304.26378393,37380.47726523255,122465037.93564236,248110304.26378393,3584.8377638868383,33795.63950134571,122465037.93564236,124607800.13120472,123502504.1325792,,3584.8377638868383,33795.63950134571,122465037.93564236,123502504.1325792,124607800.13120472,,705.6767251745745,640.0689299497293,214200.8254519482,48504.96507596614,216015.43409053085,,705.6767251745745,640.0689299497293,214200.8254519482,216015.43409053085,48504.96507596614,
,01/02/2022,1643673600,37789.60967561081,130189624.08270837,261932705.54015946,37789.60967561081,130189624.08270837,261932705.54015946,3923.562591970634,33866.04708364017,130189624.08270837,130485498.35404915,131447207.18611033,,3923.562591970634,33866.04708364017,130189624.08270837,131447207.18611033,130485498.35404915,,705.6767251745745,640.0689299497293,213783.08660827673,48508.88251889423,215848.15131221112,,705.6767251745745,640.0689299497293,213783.08660827673,215848.15131221112,48508.88251889423,
,02/02/2022,1643760000,38406.37997972557,134024024.13380094,268985151.99502015,38406.37997972557,134024024.13380094,268985151.99502015,3810.6543159427024,34595.72566378287,134024024.13380094,134752911.94027516,134232240.05474496,,3810.6543159427024,34595.72566378287,134024024.13380094,134232240.05474496,134752911.94027516,,705.6767251745745,640.0689299497293,213526.25445504955,48161.30093113714,213857.98278513385,,705.6767251745745,640.0689299497293,213526.25445504955,213857.98278513385,48161.30093113714,
,03/02/2022,1643846400,35405.60876394285,127594896.7752519,257394340.80319846,35405.60876394285,127594896.7752519,257394340.80319846,3754.2001779287366,31651.408586014117,127594896.7752519,128560565.49013539,128833775.31306307,,3754.2001779287366,31651.408586014117,127594896.7752519,128833775.31306307,128560565.49013539,,705.6767251745745,640.0689299497293,213444.34797378996,47780.48631004976,215516.77899105553,,705.6767251745745,640.0689299497293,213444.34797378996,215516.77899105553,47780.48631004976,
,04/02/2022,1643932800,34269.74226567686,123921139.37749714,253377340.32931447,34269.74226567686,123921139.37749714,253377340.32931447,3584.8377638868383,30684.90450179002,123921139.37749714,127024011.17389604,126353329.15541843,,3584.8377638868383,30684.90450179002,123921139.37749714,126353329.15541843,127024011.17389604,,705.6767251745745,640.0689299497293,213417.9615560099,47259.12121120314,217606.69793407118,,705.6767251745745,640.0689299497293,213417.9615560099,217606.69793407118,47259.12121120314,
,05/02/2022,1644019200,36741.704774127014,140414839.2977422,283309061.31830573,36741.704774127014,140414839.2977422,283309061.31830573,3874.165221208414,32867.5395529186,140414839.2977422,140956339.33463284,142352721.98367286,,3874.165221208414,32867.5395529186,140414839.2977422,142352721.98367286,140956339.33463284,,705.6767251745745,640.0689299497293,213503.488524248,47480.0300916658,216450.07676140446,,705.6767251745745,640.0689299497293,213503.488524248,216450.07676140446,47480.0300916658,
,06/02/2022,1644105600,42418.94037549783,142139991.824249,287860079.48614407,42418.94037549783,142139991.824249,287860079.48614407,4078.8114715090405,38340.128903988785,142139991.824249,143542992.26345983,144317087.2226842,,4078.8114715090405,38340.128903988785,142139991.824249,144317087.2226842,143542992.26345983,,705.6767251745745,640.0689299497293,213449.0506731274,47422.75619233661,216718.35539206542,,705.6767251745745,640.0689299497293,213449.0506731274,216718.35539206542,47422.75619233661,
,07/02/2022,1644192000,48193.67427954888,142930366.423528,290410249.40187794,48193.67427954888,142930366.423528,290410249.40187794,4092.925006012532,44100.74927353635,142930366.423528,144765564.29936552,145644685.10251242,,4092.925006012532,44100.74927353635,142930366.423528,145644685.10251242,144765564.29936552,,705.6767251745745,640.0689299497293,212779.48941319872,47282.430888312956,216820.27764505445,,705.6767251745745,640.0689299497293,212779.48941319872,216820.27764505445,47282.430888312956,
,08/02/2022,1644278400,48422.94702864927,149640229.55553705,301446710.73326176,48422.94702864927,149640229.55553705,301446710.73326176,4149.379144026498,44273.567884622775,149640229.55553705,150784309.24212432,150662401.49113744,,4149.379144026498,44273.567884622775,149640229.55553705,150662401.49113744,150784309.24212432,,705.6767251745745,640.0689299497293,212385.18465949025,47934.99149355427,213835.95879917883,,705.6767251745745,640.0689299497293,212385.18465949025,213835.95879917883,47934.99149355427,
,09/02/2022,1644364800,46179.60119134727,149021280.83809945,299812780.42445064,46179.60119134727,149021280.83809945,299812780.42445064,3909.4490574671427,42270.152133880125,149021280.83809945,149399667.03879073,150413113.38565993,,3909.4490574671427,42270.152133880125,149021280.83809945,150413113.38565993,149399667.03879073,,705.6767251745745,640.0689299497293,212368.75751820471,47821.9722410408,214352.24435402078,,705.6767251745745,640.0689299497293,212368.75751820471,214352.24435402078,47821.9722410408,
,10/02/2022,1644451200,47333.51769183023,155200999.68670222,311667532.12979186,47333.51769183023,155200999.68670222,311667532.12979186,4135.265609523007,43198.25208230723,155200999.68670222,155643166.22684798,156024365.90294388,,4135.265609523007,43198.25208230723,155200999.68670222,156024365.90294388,155643166.22684798,,705.6767251745745,640.0689299497293,212353.938766251,48005.71412655929,213480.5104985139,,705.6767251745745,640.0689299497293,212353.938766251,213480.5104985139,48005.71412655929,
,11/02/2022,1644537600,44465.048344317525,146916135.5258791,297407640.4617006,44465.048344317525,146916135.5258791,297407640.4617006,3711.8595744182617,40753.188769899265,146916135.5258791,149539427.89735216,147868212.56434846,,3711.8595744182617,40753.188769899265,146916135.5258791,147868212.56434846,149539427.89735216,,705.6767251745745,640.0689299497293,212260.54399462417,47956.356116704344,213636.07969999057,,705.6767251745745,640.0689299497293,212260.54399462417,213636.07969999057,47956.356116704344,
,12/02/2022,1644624000,40605.448413780956,135544151.63505313,274849004.0810633,40605.448413780956,135544151.63505313,274849004.0810633,3436.6456516001776,37168.80276218078,135544151.63505313,137778757.0063973,137070247.07466593,,3436.6456516001776,37168.80276218078,135544151.63505313,137070247.07466593,137778757.0063973,,705.6767251745745,640.0689299497293,212185.58490146077,47102.23821626519,214574.5884074295,,705.6767251745745,640.0689299497293,212185.58490146077,214574.5884074295,47102.23821626519,
,13/02/2022,1644710400,41232.71596513169,135078194.59820405,274122199.10951996,41232.71596513169,135078194.59820405,274122199.10951996,3436.6456516001776,37796.07031353151,135078194.59820405,137169898.74801087,136952300.36150905,,3436.6456516001776,37796.07031353151,135078194.59820405,136952300.36150905,137169898.74801087,,705.6767251745745,640.0689299497293,211950.53364642648,47024.466572737954,214891.1838218592,,705.6767251745745,640.0689299497293,211950.53364642648,214891.1838218592,47024.466572737954,
,14/02/2022,1644796800,40785.33950917943,132255469.91815618,270077958.2535217,40785.33950917943,132255469.91815618,270077958.2535217,3168.4884960338395,37616.85101314559,132255469.91815618,135231227.53815153,134846730.71537018,,3168.4884960338395,37616.85101314559,132255469.91815618,134846730.71537018,135231227.53815153,,705.6767251745745,640.0689299497293,211541.0587302562,46862.53856539195,215685.74970468675,,705.6767251745745,640.0689299497293,211541.0587302562,215685.74970468675,46862.53856539195,
,15/02/2022,1644883200,39717.240564338616,133024504.698438,273204944.97272885,39717.240564338616,133024504.698438,273204944.97272885,3246.112935803042,36471.12762853557,133024504.698438,136694556.37347233,136510388.59925655,,3246.112935803042,36471.12762853557,133024504.698438,136510388.59925655,136694556.37347233,,705.6767251745745,640.0689299497293,211408.3954967786,46582.36627856899,216948.3155591064,,705.6767251745745,640.0689299497293,211408.3954967786,216948.3155591064,46582.36627856899,
,16/02/2022,1644969600,44318.16838793536,144727409.0309481,296758987.76329625,44318.16838793536,144727409.0309481,296758987.76329625,3577.780996635093,40740.38739130027,144727409.0309481,148679707.0651895,148079280.6981067,,3577.780996635093,40740.38739130027,144727409.0309481,148079280.6981067,148679707.0651895,,705.6767251745745,640.0689299497293,211373.46141514255,46706.30293350261,216268.84869009303,,705.6767251745745,640.0689299497293,211373.46141514255,216268.84869009303,46706.30293350261,
,17/02/2022,1645056000,44638.04276268724,142922940.74599585,293082368.50726694,44638.04276268724,142922940.74599585,293082368.50726694,3507.213324117635,41130.829438569606,142922940.74599585,146800462.69529906,146281905.81196788,,3507.213324117635,41130.829438569606,142922940.74599585,146281905.81196788,146800462.69529906,,705.6767251745745,640.0689299497293,211155.8383506129,46719.60138735744,216118.40825572182,,705.6767251745745,640.0689299497293,211155.8383506129,216118.40825572182,46719.60138735744,
,18/02/2022,1645142400,39511.76242880245,129210887.87564358,266673637.5635788,39511.76242880245,129210887.87564358,266673637.5635788,3239.0561685512967,36272.70626025116,129210887.87564358,133314536.67700571,133359100.8865731,,3239.0561685512967,36272.70626025116,129210887.87564358,133359100.8865731,133314536.67700571,,705.6767251745745,640.0689299497293,210585.2339966159,46274.023657576836,217345.90580946754,,705.6767251745745,640.0689299497293,210585.2339966159,217345.90580946754,46274.023657576836,
,19/02/2022,1645228800,38973.78434719871,124349007.5087896,257238586.16132176,38973.78434719871,124349007.5087896,257238586.16132176,3097.920823516382,35875.863523682325,124349007.5087896,128579332.28200218,128659253.87931958,,3097.920823516382,35875.863523682325,124349007.5087896,128659253.87931958,128579332.28200218,,705.6767251745745,640.0689299497293,210557.60961239072,46108.75392471596,217856.06088917414,,705.6767251745745,640.0689299497293,210557.60961239072,217856.06088917414,46108.75392471596,
,20/02/2022,1645315200,38287.598436248,121676551.32113913,253014352.81445217,38287.598436248,121676551.32113913,253014352.81445217,3083.8072890128906,35203.79114723511,121676551.32113913,126577144.75034428,126437208.0641079,,3083.8072890128906,35203.79114723511,121676551.32113913,126437208.0641079,126577144.75034428,,705.6767251745745,640.0689299497293,210465.72798702563,45897.203880698034,218700.30627040268,,705.6767251745745,640.0689299497293,210465.72798702563,218700.30627040268,45897.203880698034,
,21/02/2022,1645401600,36880.27867559413,115999999.47351958,242039650.7121604,36880.27867559413,115999999.47351958,242039650.7121604,2886.2178059640096,33994.06086963012,115999999.47351958,120999421.79456525,121040228.91759518,,2886.2178059640096,33994.06086963012,115999999.47351958,121040228.91759518,120999421.79456525,,705.6767251745745,640.0689299497293,210125.89343994128,45771.738575760246,219255.91688722975,,705.6767251745745,640.0689299497293,210125.89343994128,219255.91688722975,45771.738575760246,
,22/02/2022,1645488000,33585.41164954081,112167798.4117393,235106622.79162908,33585.41164954081,112167798.4117393,235106622.79162908,2695.6850901668745,30889.726559373936,112167798.4117393,117804232.28864382,117302390.50298525,,2695.6850901668745,30889.726559373936,112167798.4117393,117302390.50298525,117804232.28864382,,705.6767251745745,640.0689299497293,210067.79236598115,45675.2491261312,219683.85366504092,,705.6767251745745,640.0689299497293,210067.79236598115,219683.85366504092,45675.2491261312,
,23/02/2022,1645574400,35619.838871322434,114645121.74217257,239044973.46214968,35619.838871322434,114645121.74217257,239044973.46214968,2822.706900698298,32797.131970624134,114645121.74217257,119150455.94397853,119894517.51817116,,2822.706900698298,32797.131970624134,114645121.74217257,119894517.51817116,119150455.94397853,,705.6767251745745,640.0689299497293,210030.45111692327,45679.51845728359,219647.37110592864,,705.6767251745745,640.0689299497293,210030.45111692327,219647.37110592864,45679.51845728359,
,24/02/2022,1645660800,34727.85464438958,113744441.62564723,237472244.72349608,34727.85464438958,113744441.62564723,237472244.72349608,2660.401253908146,32067.453390481438,113744441.62564723,118462442.05348076,119009802.67001534,,2660.401253908146,32067.453390481438,113744441.62564723,119009802.67001534,118462442.05348076,,705.6767251745745,640.0689299497293,210023.34212054955,45624.59735697094,219745.5642195342,,705.6767251745745,640.0689299497293,210023.34212054955,219745.5642195342,45624.59735697094,
,25/02/2022,1645747200,32175.42791509808,108479955.42005211,232464511.44107223,32175.42791509808,108479955.42005211,232464511.44107223,1554.5303063030308,30620.89760879505,108479955.42005211,116595690.37441777,115868821.06665447,,1554.5303063030308,30620.89760879505,108479955.42005211,115868821.06665447,116595690.37441777,,396.56385364873233,640.0689299497293,208795.98772024276,44886.10226187264,223017.6519423626,,396.56385364873233,640.0689299497293,208795.98772024276,223017.6519423626,44886.10226187264,
,26/02/2022,1645833600,34841.52362581426,117398319.28858508,249958751.40523216,34841.52362581426,117398319.28858508,249958751.40523216,1621.9461614233153,33219.577464390946,117398319.28858508,124481097.5072479,125477653.89798427,,1621.9461614233153,33219.577464390946,117398319.28858508,125477653.89798427,124481097.5072479,,396.56385364873233,640.0689299497293,208589.45895416843,44902.065270192004,222944.5540279028,,396.56385364873233,640.0689299497293,208589.45895416843,222944.5540279028,44902.065270192004,
,27/02/2022,1645920000,33895.682748889376,116470515.56110156,249275276.46892565,33895.682748889376,116470515.56110156,249275276.46892565,1546.599029230056,32349.083719659317,116470515.56110156,124849007.66219665,124426268.806729,,1546.599029230056,32349.083719659317,116470515.56110156,124426268.806729,124849007.66219665,,396.56385364873233,640.0689299497293,208541.6572266814,44928.785478079415,222786.51532091136,,396.56385364873233,640.0689299497293,208541.6572266814,222786.51532091136,44928.785478079415,
,28/02/2022,1646006400,32498.454107247133,110561967.08416887,236302666.36780953,32498.454107247133,110561967.08416887,236302666.36780953,1487.1144511827463,31011.339656064385,110561967.08416887,118228229.09317803,118074437.27463152,,1487.1144511827463,31011.339656064385,110561967.08416887,118074437.27463152,118228229.09317803,,396.56385364873233,640.0689299497293,208234.23502056475,45003.49401549929,222383.3454649807,,396.56385364873233,640.0689299497293,208234.23502056475,222383.3454649807,45003.49401549929,
,01/03/2022,1646092800,36864.48923103377,123890120.36055787,264886659.06386185,36864.48923103377,123890120.36055787,264886659.06386185,1673.4994623976504,35190.989768636115,123890120.36055787,132306984.73281886,132579674.33104298,,1673.4994623976504,35190.989768636115,123890120.36055787,132579674.33104298,132306984.73281886,,396.56385364873233,640.0689299497293,208201.19378297267,44919.107346184406,222804.25902200316,,396.56385364873233,640.0689299497293,208201.19378297267,222804.25902200316,44919.107346184406,
,02/03/2022,1646179200,38106.77963154742,124776470.68741155,265454101.30075943,38106.77963154742,124776470.68741155,265454101.30075943,1610.049245813853,36496.730385733565,124776470.68741155,132393566.03141198,133060535.26934747,,1610.049245813853,36496.730385733565,124776470.68741155,133060535.26934747,132393566.03141198,,396.56385364873233,640.0689299497293,208186.31965864945,45077.36251635563,222008.06752206135,,396.56385364873233,640.0689299497293,208186.31965864945,222008.06752206135,45077.36251635563,
,03/03/2022,1646265600,37235.65976203184,126323587.69013578,268237442.01888973,37235.65976203184,126323587.69013578,268237442.01888973,1590.2210531314165,35645.43870890042,126323587.69013578,133930566.87057534,134306875.1483144,,1590.2210531314165,35645.43870890042,126323587.69013578,134306875.1483144,133930566.87057534,,396.56385364873233,640.0689299497293,208173.07882096135,45211.682432763504,221329.0187342447,,396.56385364873233,640.0689299497293,208173.07882096135,221329.0187342447,45211.682432763504,
,04/03/2022,1646352000,34801.17166729268,116540864.6498758,250085026.32725,34801.17166729268,116540864.6498758,250085026.32725,1479.1831741097717,33321.98849318291,116540864.6498758,125053439.00571108,125031587.32153891,,1479.1831741097717,33321.98849318291,116540864.6498758,125031587.32153891,125053439.00571108,,396.56385364873233,640.0689299497293,207047.56808832556,45044.012248792824,222132.26379366269,,396.56385364873233,640.0689299497293,207047.56808832556,222132.26379366269,45044.012248792824,
,05/03/2022,1646438400,32986.36763340963,107650005.91837549,233498541.1286958,32986.36763340963,107650005.91837549,233498541.1286958,1411.7673189894872,31574.600314420146,107650005.91837549,117001575.67822185,116496965.45047395,,1411.7673189894872,31574.600314420146,107650005.91837549,116496965.45047395,117001575.67822185,,396.56385364873233,640.0689299497293,205977.47147767158,44881.497440723404,222905.23974986884,,396.56385364873233,640.0689299497293,205977.47147767158,222905.23974986884,44881.497440723404,
,06/03/2022,1646524800,35003.90646069194,110803637.9623719,240370222.91663426,35003.90646069194,110803637.9623719,240370222.91663426,1534.7021136205942,33469.20434707135,110803637.9623719,119688883.41707893,120681339.49955532,,1534.7021136205942,33469.20434707135,110803637.9623719,120681339.49955532,119688883.41707893,,396.56385364873233,640.0689299497293,205066.60367251845,44789.72076500574,223347.471914488,,396.56385364873233,640.0689299497293,205066.60367251845,223347.471914488,44789.72076500574,
,07/03/2022,1646611200,31995.165254977084,101228569.7461091,224845359.60423896,31995.165254977084,101228569.7461091,224845359.60423896,1399.870403380025,30595.29485159706,101228569.7461091,112739085.49862903,112106274.10560992,,1399.870403380025,30595.29485159706,101228569.7461091,112106274.10560992,112739085.49862903,,396.56385364873233,640.0689299497293,203335.54906417546,44391.58368225111,225185.348918548,,396.56385364873233,640.0689299497293,203335.54906417546,225185.348918548,44391.58368225111,
,08/03/2022,1646697600,31264.92999842322,100215266.4280733,223220024.9123686,31264.92999842322,100215266.4280733,223220024.9123686,1463.3206199638223,29801.609378459398,100215266.4280733,111599723.34581576,111620301.56655285,,1463.3206199638223,29801.609378459398,100215266.4280733,111620301.56655285,111599723.34581576,,396.56385364873233,640.0689299497293,202684.3831973006,44260.83950877318,225750.95373867982,,396.56385364873233,640.0689299497293,202684.3831973006,225750.95373867982,44260.83950877318,
,09/03/2022,1646784000,31401.570634642852,102165668.63884063,228081070.06489518,31401.570634642852,102165668.63884063,228081070.06489518,1574.3584989854673,29827.212135657384,102165668.63884063,114191108.36701031,113889961.69788487,,1574.3584989854673,29827.212135657384,102165668.63884063,113889961.69788487,114191108.36701031,,396.56385364873233,640.0689299497293,202568.98708999826,44243.48534349888,225815.33002455608,,396.56385364873233,640.0689299497293,202568.98708999826,225815.33002455608,44243.48534349888,
,10/03/2022,1646870400,33110.20634631576,107405877.5729698,240342151.93106824,33110.20634631576,107405877.5729698,240342151.93106824,1887.643943367966,31222.562402947795,107405877.5729698,120603761.686141,119738390.24492724,,1887.643943367966,31222.562402947795,107405877.5729698,119738390.24492724,120603761.686141,,396.56385364873233,640.0689299497293,202526.49778999828,44216.72179022313,225780.9104612736,,396.56385364873233,640.0689299497293,202526.49778999828,225780.9104612736,44216.72179022313,
,11/03/2022,1646956800,31346.260040250338,101418690.68276916,226492661.95423374,31346.260040250338,101418690.68276916,226492661.95423374,1768.6747872733463,29577.58525297699,101418690.68276916,113302230.05705991,113190431.89717382,,1768.6747872733463,29577.58525297699,101418690.68276916,113190431.89717382,113302230.05705991,,396.56385364873233,640.0689299497293,202440.59779386234,44157.77619777458,225938.02526482858,,396.56385364873233,640.0689299497293,202440.59779386234,225938.02526482858,44157.77619777458,
,12/03/2022,1647043200,31605.557677610002,101183980.93843378,226100970.7132026,31605.557677610002,101183980.93843378,226100970.7132026,1669.533823861163,29936.02385374884,101183980.93843378,113038507.15281187,113062463.56039074,,1669.533823861163,29936.02385374884,101183980.93843378,113062463.56039074,113038507.15281187,,396.56385364873233,640.0689299497293,202363.9145985756,44111.21102670429,226120.40471268722,,396.56385364873233,640.0689299497293,202363.9145985756,226120.40471268722,44111.21102670429,
,13/03/2022,1647129600,31598.53086352656,101532187.40909484,226765281.3611719,31598.53086352656,101532187.40909484,226765281.3611719,1649.7056311787267,29948.825232347834,101532187.40909484,113040072.29935916,113725209.06181274,,1649.7056311787267,29948.825232347834,101532187.40909484,113725209.06181274,113040072.29935916,,396.56385364873233,640.0689299497293,202311.77501513337,43988.742990313905,226607.43845258188,,396.56385364873233,640.0689299497293,202311.77501513337,226607.43845258188,43988.742990313905,
,14/03/2022,1647216000,30620.96487830977,98520299.55846512,221737353.48121607,30620.96487830977,98520299.55846512,221737353.48121607,1542.6333906935688,29078.3314876162,98520299.55846512,111260375.49730742,110476977.98390864,,1542.6333906935688,29078.3314876162,98520299.55846512,110476977.98390864,111260375.49730742,,396.56385364873233,640.0689299497293,202221.51431364586,43958.36316190476,226763.640435782,,396.56385364873233,640.0689299497293,202221.51431364586,226763.640435782,43958.36316190476,
,15/03/2022,1647302400,32067.24232179057,100452534.63847977,224309452.65967667,32067.24232179057,100452534.63847977,224309452.65967667,1574.3584989854673,30492.883822805103,100452534.63847977,111897370.81566076,112412081.8440159,,1574.3584989854673,30492.883822805103,100452534.63847977,112412081.8440159,111897370.81566076,,396.56385364873233,640.0689299497293,201947.116397571,43205.61988032679,225990.2734992881,,396.56385364873233,640.0689299497293,201947.116397571,225990.2734992881,43205.61988032679,
,16/03/2022,1647388800,31489.649697062338,99685974.81702562,224980929.24133164,31489.649697062338,99685974.81702562,224980929.24133164,1566.4272219124928,29923.222475149843,99685974.81702562,112877012.63887669,112103916.60245495,,1566.4272219124928,29923.222475149843,99685974.81702562,112103916.60245495,112877012.63887669,,396.56385364873233,640.0689299497293,201764.88112418406,43022.89277871541,226898.85360870918,,396.56385364873233,640.0689299497293,201764.88112418406,226898.85360870918,43022.89277871541,
,17/03/2022,1647475200,33905.84018689254,106816441.51406014,239182129.4970505,33905.84018689254,106816441.51406014,239182129.4970505,1665.5681853246758,32240.272001567864,106816441.51406014,119314247.39620887,119867882.10084163,,1665.5681853246758,32240.272001567864,106816441.51406014,119867882.10084163,119314247.39620887,,396.56385364873233,640.0689299497293,201711.72035513198,43120.59219448169,226358.00604445592,,396.56385364873233,640.0689299497293,201711.72035513198,226358.00604445592,43120.59219448169,
,18/03/2022,1647561600,33693.156300608425,107385100.74149872,241188675.37380248,33693.156300608425,107385100.74149872,241188675.37380248,1740.915317517935,31952.240983090487,107385100.74149872,120978506.96470445,120210168.40909803,,1740.915317517935,31952.240983090487,107385100.74149872,120210168.40909803,120978506.96470445,,396.56385364873233,640.0689299497293,201700.03895848748,43228.99607464739,225789.19686156657,,396.56385364873233,640.0689299497293,201700.03895848748,225789.19686156657,43228.99607464739,
,19/03/2022,1647648000,34757.13131901117,115981923.20108406,258420615.1737811,34757.13131901117,115981923.20108406,258420615.1737811,2030.4069306815095,32726.72438832966,115981923.20108406,129114320.12400785,129306295.04977323,,2030.4069306815095,32726.72438832966,115981923.20108406,129306295.04977323,129114320.12400785,,396.56385364873233,640.0689299497293,201322.55372519363,43486.30556401574,224451.12836273777,,396.56385364873233,640.0689299497293,201322.55372519363,224451.12836273777,43486.30556401574,
,20/03/2022,1647734400,34964.38842735809,114326750.40577903,255467962.3030916,34964.38842735809,114326750.40577903,255467962.3030916,2026.4412921450223,32937.94713521307,114326750.40577903,128224023.89745778,127243938.4056338,,2026.4412921450223,32937.94713521307,114326750.40577903,127243938.4056338,128224023.89745778,,396.56385364873233,640.0689299497293,201297.20997584122,43565.602498422755,224040.74021592358,,396.56385364873233,640.0689299497293,201297.20997584122,224040.74021592358,43565.602498422755,
,21/03/2022,1647820800,33928.72901040742,110968528.52344513,248089367.28222644,33928.72901040742,110968528.52344513,248089367.28222644,2066.097677509895,31862.631332897527,110968528.52344513,124420911.17443761,123668456.10778883,,2066.097677509895,31862.631332897527,110968528.52344513,123668456.10778883,124420911.17443761,,396.56385364873233,640.0689299497293,201270.59259884123,43507.92248724097,224305.24922514026,,396.56385364873233,640.0689299497293,201270.59259884123,224305.24922514026,43507.92248724097,
,22/03/2022,1647907200,34232.83147286356,112299762.45551926,251145796.5728576,34232.83147286356,112299762.45551926,251145796.5728576,1966.9567140977124,32265.87475876585,112299762.45551926,125896486.9188883,125249309.65396929,,1966.9567140977124,32265.87475876585,112299762.45551926,125249309.65396929,125896486.9188883,,396.56385364873233,640.0689299497293,201228.81082215358,43483.50479191519,224432.9737380065,,396.56385364873233,640.0689299497293,201228.81082215358,224432.9737380065,43483.50479191519,
,23/03/2022,1647993600,35470.66900680232,116600716.81344502,259432239.56407303,35470.66900680232,116600716.81344502,259432239.56407303,2046.2694848274589,33424.39952197486,116600716.81344502,129423734.39790478,130008505.16616826,,2046.2694848274589,33424.39952197486,116600716.81344502,130008505.16616826,129423734.39790478,,396.56385364873233,640.0689299497293,201184.87294622738,43501.58291108172,224318.90050583752,,396.56385364873233,640.0689299497293,201184.87294622738,224318.90050583752,43501.58291108172,
,24/03/2022,1648080000,39207.21041830804,117114728.48762728,261827195.38296503,39207.21041830804,117114728.48762728,261827195.38296503,2121.616617020718,37085.593801287316,117114728.48762728,131084075.44160587,130743119.94135915,,2121.616617020718,37085.593801287316,117114728.48762728,130743119.94135915,131084075.44160587,,396.56385364873233,640.0689299497293,201165.8395816196,43438.405223052614,224575.07977147817,,396.56385364873233,640.0689299497293,201165.8395816196,224575.07977147817,43438.405223052614,
,25/03/2022,1648166400,46849.91178011339,114974887.36589204,261376604.3002631,46849.91178011339,114974887.36589204,261376604.3002631,2089.891508728819,44760.02027138457,114974887.36589204,130680074.8315338,130696529.4687293,,2089.891508728819,44760.02027138457,114974887.36589204,130696529.4687293,130680074.8315338,,396.56385364873233,640.0689299497293,194991.66841783468,42032.291264034495,221654.78846199258,,396.56385364873233,640.0689299497293,194991.66841783468,221654.78846199258,42032.291264034495,
,26/03/2022,1648252800,47731.60686729777,106333203.9708943,251892148.7975321,47731.60686729777,106333203.9708943,251892148.7975321,1998.681822389611,45732.92504490816,106333203.9708943,126204074.54839747,125688074.24913464,,1998.681822389611,45732.92504490816,106333203.9708943,125688074.24913464,126204074.54839747,,396.56385364873233,640.0689299497293,183878.40487461837,40644.51833562447,217348.12590636828,,396.56385364873233,640.0689299497293,183878.40487461837,217348.12590636828,40644.51833562447,
,27/03/2022,1648339200,44729.40524762795,107730952.37201406,254034118.5539619,44729.40524762795,107730952.37201406,254034118.5539619,2030.4069306815095,42698.99831694644,107730952.37201406,126811382.81595722,127222735.73800468,,2030.4069306815095,42698.99831694644,107730952.37201406,127222735.73800468,126811382.81595722,,396.56385364873233,640.0689299497293,182276.62279751291,40392.47990621288,215255.96964283485,,396.56385364873233,640.0689299497293,182276.62279751291,215255.96964283485,40392.47990621288,
,28/03/2022,1648425600,45194.91608888496,112609961.33789387,266172906.5732637,45194.91608888496,112609961.33789387,266172906.5732637,2137.479171166667,43057.43691771829,112609961.33789387,133021837.08495176,133151069.48831195,,2137.479171166667,43057.43691771829,112609961.33789387,133151069.48831195,133021837.08495176,,396.56385364873233,640.0689299497293,180441.54809943255,40474.735461899676,213355.7708760286,,396.56385364873233,640.0689299497293,180441.54809943255,213355.7708760286,40474.735461899676,
,29/03/2022,1648512000,45234.850812455414,114197868.53897622,271764485.90021753,45234.850812455414,114197868.53897622,271764485.90021753,2145.410448239642,43089.44036421577,114197868.53897622,135820337.63460848,135944148.26560903,,2145.410448239642,43089.44036421577,114197868.53897622,135944148.26560903,135820337.63460848,,396.56385364873233,640.0689299497293,178069.68320933127,40466.07604415698,211978.83748204305,,396.56385364873233,640.0689299497293,178069.68320933127,211978.83748204305,40466.07604415698,
,30/03/2022,1648598400,43540.894309018826,115014133.89485066,273038923.19408894,43540.894309018826,115014133.89485066,273038923.19408894,2256.448327261287,41284.44598175754,115014133.89485066,136556514.00481573,136482409.18927324,,2256.448327261287,41284.44598175754,115014133.89485066,136482409.18927324,136556514.00481573,,396.56385364873233,640.0689299497293,177190.16160044778,40420.23016818978,210264.07208330496,,396.56385364873233,640.0689299497293,177190.16160044778,210264.07208330496,40420.23016818978,
,31/03/2022,1648684800,43630.503414497274,112765872.73563208,269763229.4784731,43630.503414497274,112765872.73563208,269763229.4784731,2621.287072618121,41009.21634187915,112765872.73563208,135233755.25119817,134529474.22727495,,2621.287072618121,41009.21634187915,112765872.73563208,134529474.22727495,135233755.25119817,,396.56385364873233,640.0689299497293,176262.77468993384,39953.83861472728,210281.15891471013,,396.56385364873233,640.0689299497293,176262.77468993384,210281.15891471013,39953.83861472728,
,01/04/2022,1648771200,43510.768692158665,107500853.91319428,254451296.56740248,43510.768692158665,107500853.91319428,254451296.56740248,2680.7716506654306,40829.99704149323,107500853.91319428,127617998.81598967,126833297.7514128,,2680.7716506654306,40829.99704149323,107500853.91319428,126833297.7514128,127617998.81598967,,396.56385364873233,640.0689299497293,173668.58467398107,38637.58119741131,204900.31946916445,,396.56385364873233,640.0689299497293,173668.58467398107,204900.31946916445,38637.58119741131,
